Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
Q8BHK3	reviewed	S36A2_MOUSE	Proton-coupled amino acid transporter 2 (Proton/amino acid transporter 2) (Solute carrier family 36 member 2) (Transmembrane domain rich protein 1) (Tramdorin-1)	Slc36a2 Pat2 Tramd1	Mus musculus (Mouse)
Q8BHL4	reviewed	RAI3_MOUSE	Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Retinoic acid-induced gene 1 protein) (RAIG-1)	Gprc5a Rai3 Raig1	Mus musculus (Mouse)
Q8BHY3	reviewed	ANO1_MOUSE	Anoctamin-1 (Transmembrane protein 16A)	Ano1 Tmem16a	Mus musculus (Mouse)
Q8BI06	reviewed	CEMIP_MOUSE	Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35) (Hyaluronan binding protein involved in hyaluronan depolymerization) (Protein 12H19.01.T7)	Cemip Hybid Kiaa1199	Mus musculus (Mouse)
Q8BI41	reviewed	SYNB_MOUSE	Syncytin-B [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]	Synb	Mus musculus (Mouse)
Q8BIF0	reviewed	C99L2_MOUSE	CD99 antigen-like protein 2 (MIC2-like protein 1) (CD antigen CD99)	Cd99l2 Mic2l1	Mus musculus (Mouse)
Q8BIK6	reviewed	TMPS7_MOUSE	Transmembrane protease serine 7 (EC 3.4.21.-) (Matriptase-3)	Tmprss7	Mus musculus (Mouse)
Q8BJ42	reviewed	DLGP2_MOUSE	Disks large-associated protein 2 (DAP-2) (PSD-95/SAP90-binding protein 2) (SAP90/PSD-95-associated protein 2) (SAPAP2)	Dlgap2 Dap2	Mus musculus (Mouse)
Q8BJ56	reviewed	PLPL2_MOUSE	Patatin-like phospholipase domain-containing protein 2 (EC 3.1.1.3) (Adipose triglyceride lipase) (Calcium-independent phospholipase A2-zeta) (iPLA2-zeta) (EC 3.1.1.4) (Desnutrin)	Pnpla2 Atgl	Mus musculus (Mouse)
Q8BJA2	reviewed	S41A1_MOUSE	Solute carrier family 41 member 1	Slc41a1	Mus musculus (Mouse)
Q8BJQ4	reviewed	TCAM2_MOUSE	TIR domain-containing adapter molecule 2 (TICAM-2) (TRIF-related adapter molecule) (Toll/interleukin-1 receptor domain-containing protein)	Ticam2 Tirp Tram	Mus musculus (Mouse)
Q8BK67	reviewed	RCC2_MOUSE	Protein RCC2	Rcc2 Kiaa1470	Mus musculus (Mouse)
Q8BKG4	reviewed	FZD10_MOUSE	Frizzled-10 (Fz-10) (CD antigen CD350)	Fzd10 Fz10	Mus musculus (Mouse)
Q8BKH7	reviewed	SIN1_MOUSE	Target of rapamycin complex 2 subunit MAPKAP1 (TORC2 subunit MAPKAP1) (Mitogen-activated protein kinase 2-associated protein 1) (Stress-activated map kinase-interacting protein 1) (SAPK-interacting protein 1)	Mapkap1 Mip1 Sin1	Mus musculus (Mouse)
Q8BKT6	reviewed	TSN12_MOUSE	Tetraspanin-12 (Tspan-12) (Transmembrane 4 superfamily member 12)	Tspan12 Tm4sf12	Mus musculus (Mouse)
Q8BLA8	reviewed	TRPA1_MOUSE	Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor)	Trpa1 Anktm1	Mus musculus (Mouse)
Q8BLC3	reviewed	LYPD1_MOUSE	Ly6/PLAUR domain-containing protein 1 (Ly-6/neurotoxin-like protein 2) (Lynx2)	Lypd1 Lypdc1 MNCb-0671	Mus musculus (Mouse)
Q8BLD9	reviewed	DRD5_MOUSE	D(1B) dopamine receptor (D(5) dopamine receptor) (Dopamine D5 receptor)	Drd5	Mus musculus (Mouse)
Q8BLE7	reviewed	VGLU2_MOUSE	Vesicular glutamate transporter 2 (VGluT2) (Differentiation-associated BNPI) (Differentiation-associated Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 6)	Slc17a6 Dnpi Vglut2	Mus musculus (Mouse)
Q8BLF1	reviewed	NCEH1_MOUSE	Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Acetylalkylglycerol acetylhydrolase) (2-acetyl MAGE hydrolase) (EC 3.1.1.71) (Arylacetamide deacetylase-like 1) (Chlorpyrifos oxon-binding protein) (CPO-BP)	Nceh1 Aadacl1 Kiaa1363	Mus musculus (Mouse)
Q8BLN6	reviewed	UNC80_MOUSE	Protein unc-80 homolog (mUNC-80)	Unc80 Kiaa1843	Mus musculus (Mouse)
Q8BLQ9	reviewed	CADM2_MOUSE	Cell adhesion molecule 2 (Immunoglobulin superfamily member 4D) (IgSF4D) (Nectin-like protein 3) (NECL-3) (Synaptic cell adhesion molecule 2) (SynCAM 2)	Cadm2 Igsf4d Necl3	Mus musculus (Mouse)
Q8BLR7	reviewed	RND1_MOUSE	Rho-related GTP-binding protein Rho6 (Rho family GTPase 1) (Rnd1)	Rnd1 Rho6	Mus musculus (Mouse)
Q8BLU0	reviewed	FLRT2_MOUSE	Leucine-rich repeat transmembrane protein FLRT2 (Fibronectin leucine rich transmembrane protein 2)	Flrt2 Kiaa0405	Mus musculus (Mouse)
Q8BLV3	reviewed	SL9A7_MOUSE	Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Solute carrier family 9 member 7)	Slc9a7 Nhe7	Mus musculus (Mouse)
Q8BLY3	reviewed	LRFN3_MOUSE	Leucine-rich repeat and fibronectin type-III domain-containing protein 3 (Synaptic adhesion-like molecule 4)	Lrfn3 Salm4	Mus musculus (Mouse)
Q8BM47	reviewed	PKHM3_MOUSE	Pleckstrin homology domain-containing family M member 3 (PH domain-containing family M member 3) (Differentiation-associated protein)	Plekhm3 Dapr	Mus musculus (Mouse)
Q8BM54	reviewed	MYLIP_MOUSE	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain-interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	Mylip	Mus musculus (Mouse)
Q8BMF5	reviewed	GRIK4_MOUSE	Glutamate receptor ionotropic, kainate 4 (GluK4)	Grik4	Mus musculus (Mouse)
Q8BMF8	reviewed	GLDN_MOUSE	Gliomedin (Cancer-related gene liver 2 protein) (CRG-L2) [Cleaved into: Gliomedin shedded ectodomain]	Gldn Crgl2	Mus musculus (Mouse)
Q8BMK4	reviewed	CKAP4_MOUSE	Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63)	Ckap4	Mus musculus (Mouse)
Q8BMN3	reviewed	ACHB3_MOUSE	Neuronal acetylcholine receptor subunit beta-3	Chrnb3	Mus musculus (Mouse)
Q8BMP4	reviewed	GPER1_MOUSE	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (Membrane estrogen receptor) (mER)	Gper1 Cmkrl2 Gper Gpr30	Mus musculus (Mouse)
Q8BMT4	reviewed	LRC33_MOUSE	Transforming growth factor beta activator LRRC33 (Leucine-rich repeat-containing protein 33) (Negative regulator of reactive oxygen species)	Nrros Lrrc33	Mus musculus (Mouse)
Q8BN82	reviewed	S17A5_MOUSE	Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Solute carrier family 17 member 5) (Vesicular excitatory amino acid transporter) (VEAT)	Slc17a5	Mus musculus (Mouse)
Q8BNJ6	reviewed	NETO2_MOUSE	Neuropilin and tolloid-like protein 2 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 2)	Neto2 Btcl2	Mus musculus (Mouse)
Q8BNX1	reviewed	CLC4G_MOUSE	C-type lectin domain family 4 member G	Clec4g	Mus musculus (Mouse)
Q8BNY6	reviewed	NCS1_MOUSE	Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog)	Ncs1 Freq	Mus musculus (Mouse)
Q8BPP5	reviewed	LYPD6_MOUSE	Ly6/PLAUR domain-containing protein 6	Lypd6	Mus musculus (Mouse)
Q8BPU7	reviewed	ELMO1_MOUSE	Engulfment and cell motility protein 1 (Protein ced-12 homolog)	Elmo1	Mus musculus (Mouse)
Q8BQP9	reviewed	R7BP_MOUSE	Regulator of G-protein signaling 7-binding protein (R7 family-binding protein)	Rgs7bp D13Bwg1146e R7bp	Mus musculus (Mouse)
Q8BQS5	reviewed	PAQR2_MOUSE	Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member 2) (Progestin and adipoQ receptor family member II)	Adipor2 D6Ucla1e Parq2	Mus musculus (Mouse)
Q8BQU6	reviewed	CXG2_MOUSE	Gap junction gamma-2 protein (Connexin-47) (Cx47) (Gap junction alpha-12 protein)	Gjc2 Gja12	Mus musculus (Mouse)
Q8BR76	reviewed	MKS3_MOUSE	Meckelin (Meckel syndrome type 3 protein homolog) (Transmembrane protein 67)	Tmem67 Mks3	Mus musculus (Mouse)
Q8BR86	reviewed	KIRR3_MOUSE	Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) (Nephrin-like protein 2) (mKirre) [Cleaved into: Processed kin of IRRE-like protein 3]	Kirrel3 Kiaa1867 Neph2	Mus musculus (Mouse)
Q8BRT1	reviewed	CLAP2_MOUSE	CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2)	Clasp2 Kiaa0627	Mus musculus (Mouse)
Q8BSM7	reviewed	LAT3_MOUSE	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Solute carrier family 43 member 1)	Slc43a1 Lat3	Mus musculus (Mouse)
Q8BT60	reviewed	CPNE3_MOUSE	Copine-3 (Copine III)	Cpne3 Kiaa0636	Mus musculus (Mouse)
Q8BTJ4	reviewed	ENPP4_MOUSE	Bis(5'-adenosyl)-triphosphatase enpp4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4)	Enpp4 Kiaa0879	Mus musculus (Mouse)
Q8BTM9	reviewed	GRP4_MOUSE	RAS guanyl-releasing protein 4	Rasgrp4	Mus musculus (Mouse)
Q8BTY2	reviewed	S4A7_MOUSE	Sodium bicarbonate cotransporter 3 (Solute carrier family 4 member 7)	Slc4a7 Nbc3	Mus musculus (Mouse)
Q8BU91	reviewed	S26A9_MOUSE	Solute carrier family 26 member 9 (Anion transporter/exchanger protein 9)	Slc26a9	Mus musculus (Mouse)
Q8BUD0	reviewed	GPR4_MOUSE	G-protein coupled receptor 4	Gpr4	Mus musculus (Mouse)
Q8BUE1	reviewed	SL9A4_MOUSE	Sodium/hydrogen exchanger 4 (Na(+)/H(+) exchanger 4) (NHE-4) (Solute carrier family 9 member 4)	Slc9a4 Nhe4	Mus musculus (Mouse)
Q8BUE4	reviewed	FSP1_MOUSE	Ferroptosis suppressor protein 1 (FSP1) (EC 1.6.5.-) (Apoptosis-inducing factor homologous mitochondrion-associated inducer of death) (AMID) (p53-responsive gene 3 protein)	Aifm2 Amid	Mus musculus (Mouse)
Q8BUL6	reviewed	PKHA1_MOUSE	Pleckstrin homology domain-containing family A member 1 (PH domain-containing family A member 1) (Tandem PH domain-containing protein 1) (TAPP-1)	Plekha1 Tapp1	Mus musculus (Mouse)
Q8BUN9	reviewed	NCKX2_MOUSE	Sodium/potassium/calcium exchanger 2 (Na(+)/K(+)/Ca(2+)-exchange protein 2) (Retinal cone Na-Ca+K exchanger) (Solute carrier family 24 member 2)	Slc24a2	Mus musculus (Mouse)
Q8BUV3	reviewed	GEPH_MOUSE	Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]	Gphn	Mus musculus (Mouse)
Q8BUX5	reviewed	RHBG_MOUSE	Ammonium transporter Rh type B (Rhesus blood group family type B glycoprotein) (Rh family type B glycoprotein) (Rh type B glycoprotein)	Rhbg	Mus musculus (Mouse)
Q8BVN3	reviewed	CTSR4_MOUSE	Cation channel sperm-associated protein 4 (CatSper4)	Catsper4	Mus musculus (Mouse)
Q8BW93	reviewed	C5AR2_MOUSE	C5a anaphylatoxin chemotactic receptor 2 (Complement component 5a receptor 2) (G-protein coupled receptor 77)	C5ar2 C5l2 Gpr77	Mus musculus (Mouse)
Q8BWB6	reviewed	STEA2_MOUSE	Metalloreductase STEAP2 (EC 1.16.1.-) (Six-transmembrane epithelial antigen of prostate 2)	Steap2	Mus musculus (Mouse)
Q8BWG8	reviewed	ARRB1_MOUSE	Beta-arrestin-1 (Arrestin beta-1)	Arrb1	Mus musculus (Mouse)
Q8BWG9	reviewed	CRCM1_MOUSE	Calcium release-activated calcium channel protein 1 (Protein orai-1) (Transmembrane protein 142A)	Orai1 Cracm1 Tmem142a	Mus musculus (Mouse)
Q8BWT5	reviewed	DIP2A_MOUSE	Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1)	Dip2a Dip2 Kiaa0184	Mus musculus (Mouse)
Q8BWU1	reviewed	SPRN_MOUSE	Shadow of prion protein (Protein shadoo)	Sprn Gm169	Mus musculus (Mouse)
Q8BWY7	reviewed	S39AB_MOUSE	Zinc transporter ZIP11 (Solute carrier family 39 member 11) (Zrt- and Irt-like protein 11) (ZIP-11)	Slc39a11 Zip11	Mus musculus (Mouse)
Q8BX43	reviewed	TR19L_MOUSE	Tumor necrosis factor receptor superfamily member 19L	Relt Tnfrsf19l	Mus musculus (Mouse)
Q8BX57	reviewed	PXK_MOUSE	PX domain-containing protein kinase-like protein (Modulator of Na,K-ATPase) (MONaKA)	Pxk	Mus musculus (Mouse)
Q8BX65	reviewed	MDFIC_MOUSE	MyoD family inhibitor domain-containing protein (I-mfa domain-containing protein) (Kidney cell line-derived transcript 1)	Mdfic Kdt1	Mus musculus (Mouse)
Q8BXB6	reviewed	SO2B1_MOUSE	Solute carrier organic anion transporter family member 2B1 (Organic anion transporting polypeptide 2B1) (OATP2B1) (Solute carrier family 21 member 9)	Slco2b1 Oatp2b1 Slc21a9	Mus musculus (Mouse)
Q8BXK9	reviewed	CLIC5_MOUSE	Chloride intracellular channel protein 5	Clic5	Mus musculus (Mouse)
Q8BXN9	reviewed	TM87A_MOUSE	Transmembrane protein 87A (Elkin1)	Tmem87a	Mus musculus (Mouse)
Q8BXR5	reviewed	NALCN_MOUSE	Sodium leak channel NALCN (Sodium leak channel non-selective protein) (Voltage gated channel-like protein 1)	Nalcn Vgcnl1	Mus musculus (Mouse)
Q8BXR9	reviewed	OSBL6_MOUSE	Oxysterol-binding protein-related protein 6 (ORP-6) (OSBP-related protein 6)	Osbpl6	Mus musculus (Mouse)
Q8BY35	reviewed	FGD2_MOUSE	FYVE, RhoGEF and PH domain-containing protein 2	Fgd2	Mus musculus (Mouse)
Q8BY89	reviewed	CTL2_MOUSE	Choline transporter-like protein 2 (Solute carrier family 44 member 2)	Slc44a2 Ctl2	Mus musculus (Mouse)
Q8BYF6	reviewed	SC5A8_MOUSE	Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8)	Slc5a8 Smct Smct1	Mus musculus (Mouse)
Q8BYI6	reviewed	PCAT2_MOUSE	Lysophosphatidylcholine acyltransferase 2 (LPC acyltransferase 2) (LPCAT-2) (LysoPC acyltransferase 2) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase 11) (1-AGP acyltransferase 11) (1-AGPAT 11) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkenylglycerophosphocholine O-acyltransferase) (EC 2.3.1.25) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 1)	Lpcat2 Aytl1 Aytl1a Lpcat2a	Mus musculus (Mouse)
Q8BYM5	reviewed	NLGN3_MOUSE	Neuroligin-3 (Gliotactin homolog)	Nlgn3	Mus musculus (Mouse)
Q8BYR8	reviewed	S41A2_MOUSE	Solute carrier family 41 member 2	Slc41a2	Mus musculus (Mouse)
Q8BZ00	reviewed	SL9A9_MOUSE	Sodium/hydrogen exchanger 9 (Na(+)/H(+) exchanger 9) (NHE-9) (Solute carrier family 9 member 9)	Slc9a9 Nhe9	Mus musculus (Mouse)
Q8BZ03	reviewed	KPCD2_MOUSE	Serine/threonine-protein kinase D2 (EC 2.7.11.13) (nPKC-D2)	Prkd2	Mus musculus (Mouse)
Q8BZ39	reviewed	NMUR2_MOUSE	Neuromedin-U receptor 2 (NMU-R2)	Nmur2	Mus musculus (Mouse)
Q8BZ71	reviewed	STAC3_MOUSE	SH3 and cysteine-rich domain-containing protein 3	Stac3	Mus musculus (Mouse)
Q8BZB3	reviewed	TM266_MOUSE	Transmembrane protein 266	Tmem266	Mus musculus (Mouse)
Q8BZF8	reviewed	PGM5_MOUSE	Phosphoglucomutase-like protein 5	Pgm5	Mus musculus (Mouse)
Q8BZL1	reviewed	NEUR4_MOUSE	Sialidase-4 (EC 3.2.1.18) (N-acetyl-alpha-neuraminidase 4) (Neuraminidase 4)	Neu4	Mus musculus (Mouse)
Q8BZT7	reviewed	PA2G3_MOUSE	Group 3 secretory phospholipase A2 (EC 3.1.1.4) (Group III secretory phospholipase A2) (GIII sPLA2) (sPLA2-III) (Phosphatidylcholine 2-acylhydrolase 3)	Pla2g3	Mus musculus (Mouse)
Q8BZZ3	reviewed	WWP1_MOUSE	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase WWP1) (WW domain-containing protein 1)	Wwp1	Mus musculus (Mouse)
Q8C031	reviewed	LRC4C_MOUSE	Leucine-rich repeat-containing protein 4C (Netrin-G1 ligand) (NGL-1)	Lrrc4c Ngl1	Mus musculus (Mouse)
Q8C0G2	reviewed	T3JAM_MOUSE	TRAF3-interacting JNK-activating modulator (TRAF3-interacting protein 3)	Traf3ip3 T3jam	Mus musculus (Mouse)
Q8C0T0	reviewed	XKR8_MOUSE	XK-related protein 8 (mXkr8) [Cleaved into: XK-related protein 8, processed form]	Xkr8	Mus musculus (Mouse)
Q8C0T9	reviewed	ADCYA_MOUSE	Adenylate cyclase type 10 (EC 4.6.1.1) (Germ cell soluble adenylyl cyclase) (sAC) (Testicular soluble adenylyl cyclase)	Adcy10 Sac Sacy	Mus musculus (Mouse)
Q8C0X2	reviewed	SL9B1_MOUSE	Sodium/hydrogen exchanger 9B1 (Na(+)/H(+) exchanger-like domain-containing protein 1) (NHE domain-containing protein 1) (Sodium/hydrogen exchanger-like domain-containing protein 1) (Solute carrier family 9 subfamily B member 1) (Testis specific sodium-hydrogen exchanger) (MtsNHE)	Slc9b1 Nha1 Nhedc1	Mus musculus (Mouse)
Q8C0X7	reviewed	SO6C1_MOUSE	Solute carrier organic anion transporter family member 6C1	Slco6c1	Mus musculus (Mouse)
Q8C110	reviewed	SLIK6_MOUSE	SLIT and NTRK-like protein 6	Slitrk6 Sltk6	Mus musculus (Mouse)
Q8C115	reviewed	PKHH2_MOUSE	Pleckstrin homology domain-containing family H member 2	Plekhh2 Kiaa2028	Mus musculus (Mouse)
Q8C129	reviewed	LCAP_MOUSE	Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Oxytocinase) (OTase)	Lnpep	Mus musculus (Mouse)
Q8C138	reviewed	ADTRP_MOUSE	Androgen-dependent TFPI-regulating protein (Fatty acid esters of hydroxy fatty acids hydrolase ADTRP) (FAHFA hydrolase ADTRP) (EC 3.1.-.-)	Adtrp	Mus musculus (Mouse)
Q8C145	reviewed	S39A6_MOUSE	Zinc transporter ZIP6 (Endoplasmic reticulum membrane-linked protein) (Ermelin) (Solute carrier family 39 member 6) (Zrt- and Irt-like protein 6) (ZIP-6)	Slc39a6 Zip6	Mus musculus (Mouse)
Q8C147	reviewed	DOCK8_MOUSE	Dedicator of cytokinesis protein 8	Dock8	Mus musculus (Mouse)
Q8C196	reviewed	CPSM_MOUSE	Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)	Cps1	Mus musculus (Mouse)
Q8C1E7	reviewed	TACAN_MOUSE	Ion channel TACAN (Transmembrane protein 120A)	Tmem120a Net29 Tacan	Mus musculus (Mouse)
Q8C1Z7	reviewed	BBS4_MOUSE	Bardet-Biedl syndrome 4 protein homolog	Bbs4	Mus musculus (Mouse)
Q8C2K1	reviewed	DEFI6_MOUSE	Differentially expressed in FDCP 6 (DEF-6) (IRF4-binding protein) (SWAP-70-like adapter of T-cells)	Def6 Ibp Slat	Mus musculus (Mouse)
Q8C3K6	reviewed	SC5A1_MOUSE	Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1)	Slc5a1	Mus musculus (Mouse)
Q8C3Q5	reviewed	SHSA7_MOUSE	Protein shisa-7 (Cystine-knot AMPAR modulating protein of 59 kDa) (CKAMP59) (GABA(A) receptor auxiliary subunit Shisa7) (Shisa family member 7)	Shisa7	Mus musculus (Mouse)
Q8C419	reviewed	MGLYR_MOUSE	Metabotropic glycine receptor (mGlyR) (G-protein coupled receptor 158)	Gpr158 Kiaa1136	Mus musculus (Mouse)
Q8C456	reviewed	FRITZ_MOUSE	WD repeat-containing and planar cell polarity effector protein fritz homolog (mFrtz) (Homolog-13) (WD repeat-containing and planar cell polarity effector protein)	Wdpcp	Mus musculus (Mouse)
Q8C5H1	reviewed	ANO4_MOUSE	Anoctamin-4 (Transmembrane protein 16D)	Ano4 Tmem16d	Mus musculus (Mouse)
Q8C6L5	reviewed	CGAS_MOUSE	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (m-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)	Cgas Mb21d1	Mus musculus (Mouse)
Q8C784	reviewed	MOSMO_MOUSE	Modulator of smoothened protein (Attenuator of hedgehog)	Mosmo Atthog	Mus musculus (Mouse)
Q8C7E7	reviewed	STBD1_MOUSE	Starch-binding domain-containing protein 1 (Genethonin-1) (Glycophagy cargo receptor stbd1)	Stbd1 D5Ertd593e	Mus musculus (Mouse)
Q8C838	reviewed	TARG1_MOUSE	Trafficking regulator of GLUT4 1 (Dispanin subfamily B member 1) (DSPB1) (Tumor suppressor candidate 5 homolog)	Trarg1 Tusc5	Mus musculus (Mouse)
Q8C863	reviewed	ITCH_MOUSE	E3 ubiquitin-protein ligase Itchy (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Itchy homolog)	Itch	Mus musculus (Mouse)
Q8C886	reviewed	PKHN1_MOUSE	Probable pleckstrin homology domain-containing family N member 1 (PH domain-containing family N member 1) (Cardiolipin and phosphatidic acid-binding protein)	Plekhn1 Clpabp	Mus musculus (Mouse)
Q8C8R3	reviewed	ANK2_MOUSE	Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin)	Ank2 AnkB	Mus musculus (Mouse)
Q8C8S3	reviewed	T150C_MOUSE	Transmembrane protein 150C (Tentonin 3)	Tmem150c Ttn3	Mus musculus (Mouse)
Q8C985	reviewed	NRX3B_MOUSE	Neurexin-3-beta (Neurexin III-beta) [Cleaved into: Neurexin-3-beta, soluble form; Neurexin-3-beta, C-terminal fragment (NRXN3-CTF)]	Nrxn3	Mus musculus (Mouse)
Q8C996	reviewed	TM163_MOUSE	Transmembrane protein 163 (Synaptic vesicle membrane protein of 31 kDa)	Tmem163 Sv31	Mus musculus (Mouse)
Q8CA03	reviewed	S46A2_MOUSE	Solute carrier family 46 member 2 (Thymic stromal cotransporter homolog)	Slc46a2 Tscot	Mus musculus (Mouse)
Q8CBC4	reviewed	CNST_MOUSE	Consortin	Cnst	Mus musculus (Mouse)
Q8CBF3	reviewed	EPHB1_MOUSE	Ephrin type-B receptor 1 (EC 2.7.10.1)	Ephb1	Mus musculus (Mouse)
Q8CBR1	reviewed	ILDR1_MOUSE	Immunoglobulin-like domain-containing receptor 1 (Angulin-2)	Ildr1	Mus musculus (Mouse)
Q8CC27	reviewed	CACB2_MOUSE	Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2)	Cacnb2 Cacnlb2	Mus musculus (Mouse)
Q8CCN1	reviewed	NAL10_MOUSE	NACHT, LRR and PYD domains-containing protein 10	Nlrp10 Nalp10 Pynod	Mus musculus (Mouse)
Q8CD54	reviewed	PIEZ2_MOUSE	Piezo-type mechanosensitive ion channel component 2 (Protein FAM38B)	Piezo2 Fam38b	Mus musculus (Mouse)
Q8CE08	reviewed	PPAP_MOUSE	Prostatic acid phosphatase (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Acid phosphatase 3) (Ecto-5'-nucleotidase) (Fluoride-resistant acid phosphatase) (FRAP) (Protein tyrosine phosphatase ACP3) (EC 3.1.3.48) (Thiamine monophosphatase) (TMPase)	Acp3 Acpp	Mus musculus (Mouse)
Q8CEG0	reviewed	PANX3_MOUSE	Pannexin-3	Panx3	Mus musculus (Mouse)
Q8CFE6	reviewed	S38A2_MOUSE	Sodium-coupled neutral amino acid symporter 2 (Amino acid transporter A2) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)	Slc38a2 Ata2 Kiaa1382 Sat2 Snat2	Mus musculus (Mouse)
Q8CFV4	reviewed	NRN1_MOUSE	Neuritin (Candidate plasticity gene 15 protein)	Nrn1 Cpg15	Mus musculus (Mouse)
Q8CFW1	reviewed	ANO2_MOUSE	Anoctamin-2 (Transmembrane protein 16B)	Ano2 Tmem16b	Mus musculus (Mouse)
Q8CFZ4	reviewed	GPC3_MOUSE	Glypican-3 [Cleaved into: Glypican-3 alpha subunit; Glypican-3 beta subunit]	Gpc3	Mus musculus (Mouse)
Q8CFZ5	reviewed	S22AC_MOUSE	Solute carrier family 22 member 12 (Renal-specific transporter) (RST) (Urate anion exchanger 1) (URAT1) (Urate:anion antiporter SLC22A12)	Slc22a12 Urat1	Mus musculus (Mouse)
Q8CG64	reviewed	FKRP_MOUSE	Ribitol 5-phosphate transferase FKRP (EC 2.7.8.-) (Fukutin-related protein) (EC 2.4.2.-) (Ribitol-5-phosphate transferase)	Fkrp	Mus musculus (Mouse)
Q8CGA3	reviewed	LAT4_MOUSE	Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2)	Slc43a2 Lat4	Mus musculus (Mouse)
Q8CGB6	reviewed	TENS2_MOUSE	Tensin-2 (EC 3.1.3.48) (C1 domain-containing phosphatase and tensin homolog) (C1-TEN) (Tensin-like C1 domain-containing phosphatase)	Tns2 Tenc1	Mus musculus (Mouse)
Q8CGM1	reviewed	AGRB2_MOUSE	Adhesion G protein-coupled receptor B2 (Brain-specific angiogenesis inhibitor 2)	Adgrb2 Bai2	Mus musculus (Mouse)
Q8CGQ8	reviewed	NCKX4_MOUSE	Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4)	Slc24a4 Nckx4	Mus musculus (Mouse)
Q8CGY8	reviewed	OGT1_MOUSE	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	Ogt	Mus musculus (Mouse)
